epoch,train_f1,train_loss,valid_f1,valid_f1_post,valid_loss
0,0.0002,0.1727,0.0000,0.0000,0.2271
1,0.0000,0.1579,0.0000,0.0000,0.2319
2,0.0000,0.1369,0.0000,0.0000,0.2004
3,0.0000,0.0961,0.0000,0.0000,0.1708
4,0.0198,0.0655,0.0556,0.0556,0.1565
5,0.1438,0.0544,0.2821,0.2105,0.1578
