epoch,train_f1,train_loss,valid_f1,valid_f1_post,valid_loss
0,0.0010,0.2791,0.0000,0.0000,0.0805
1,0.0000,0.2394,0.0000,0.0000,0.0827
2,0.0000,0.1982,0.0000,0.0000,0.0658
3,0.0200,0.0966,0.0000,0.0000,0.0591
4,0.1881,0.0715,0.1517,0.1488,0.0779
5,0.2540,0.0657,0.0930,0.1825,0.0935
